0,123.42,130.73,111.87,127.9,136.09,135.68,127.56,88.564,91.513,51.101,92,96.145,151.09,134.3,139.1,122.13,127.46,162.73,144.75,122.71,110.05,111.75,118.75,133.62,123.87,78.913,112.06,114.22,105.73,149.76,93.719,92.93,140.17,82.798,136.39,85.889,114.69,156.58,82.672,112.71,123.12,127.2,113.11,107.8,106.19,147.76,150.1,97.702,133.87,134.92,101.44,98.461,86.945,130.34,143.17,150.18,81.078,72.244,108.63,126.08,132.88,120.66,120.52,158.71,85.944,129.86,158.98,112.39,154.67,133.86,143.53,132.26,110.8,144.11,102.95,112.41,168.34,113.32,101.22,94.648,128.48,122.67,99.512,121.01,127.84,129.62,127.76,126.9,117.74,108.58,92.034,104.74,85.584,143.21
123.42,0,154.95,117.01,145.73,133.62,153.05,149.06,128.31,107.27,125.34,150.15,94.941,104.1,94.867,83.489,154.56,124.82,55.402,140.81,102.69,121.36,112.51,95.715,128.33,124.72,136.64,120.8,152.43,129.67,109.03,89.47,79.63,115.28,153.23,134.06,118.18,91.009,48.007,96.316,77.912,100.57,57.065,161.73,77.29,133.77,96.226,124.93,116.89,76.96,66.243,137.78,110.85,62.749,92.579,135.68,129.83,108.99,131.17,61.663,128.33,103.33,149.4,119.72,152.61,101.64,97.35,115.21,128.44,130.39,131.19,74.72,104.04,147.6,100.81,113.34,91.432,137.68,111.44,139.79,137.9,107.42,77.578,139.29,151.56,75.425,117.55,124.74,135.96,153.71,119.38,150.13,122.08,98.989,140.97
130.73,154.95,0,155.67,130.17,123.71,124.95,109.71,81.629,129.61,152.35,125.73,116.78,124.48,94.102,100.31,88.69,134.7,157.74,120.63,114.9,126.08,92.376,138.19,87.405,86.577,182.76,118.38,141.66,96.101,163.77,143.78,165.76,82.078,151.56,118.29,84.012,189.44,114.02,81.816,166.54,76.305,144.6,165.84,113.58,151.86,137.31,133.09,136.03,154.32,113.11,137.37,121.52,97.087,87.661,95.737,110.31,103.89,75.632,100.41,127.13,111.12,146.45,97.468,68.461,178.66,118.59,67.933,122.84,168.94,158.76,89.479,115.88,95.701,94.051,93.528,154.16,108.09,153.04,126.29,177.3,148.04,112.15,134.3,100.71,138.02,91.186,185.06,90.654,116.76,125.42,140.23,151.57,117.26,136.41
111.87,117.01,155.67,0,116.9,151.85,184.85,102.22,129.42,100.88,110.37,156.86,142.35,81.336,103.04,95.342,115.22,147.99,86.989,79.505,88.692,79.877,114.42,142.75,94.661,120.45,95.612,96.686,157.27,78.949,153.22,89.728,132.28,123.09,112.28,88.728,141.61,75.815,114.9,103.58,107.53,114.65,93.215,125.98,127.17,94.659,137.35,134.39,94.84,92.657,145.88,143.89,94.02,140.48,118.03,81.33,119.14,111.17,76.356,188.33,120.55,124.28,125.14,128.14,109.15,133.38,132.59,163.36,115.16,140.05,124.37,86.208,132.18,123.17,103.75,122.75,104.2,127.84,106.15,92.805,107.01,104.51,112.27,94.231,105.77,107.2,132.89,163.01,150.83,96.388,128.41,104.29,117.57,111.87,107.64
127.9,145.73,130.17,116.9,0,116.08,106.74,103.61,136.21,142.48,86.849,73.361,122.15,106.98,126.12,125.98,150.61,128.88,111.58,60.762,145.42,102.08,156.64,109.87,126.08,158.9,141.77,106.67,97.091,76.729,140.8,128.36,115.44,105.34,139.45,106.71,118.67,132.99,144.36,173.34,125.53,111.33,129.37,125.93,93.158,129.66,141.99,97.404,143.12,160.51,111.08,124.62,107.36,100.45,150.43,63.478,107.55,169.13,163.8,110.79,185.85,132.23,114.39,110.42,150.74,135.25,155.01,66.518,57.861,92.582,121.32,92.236,121.28,113.92,109.49,148.77,149.03,152.4,91.234,81.385,144.51,77.893,174.1,124.52,103.12,98.415,117.21,91.056,88.703,121.02,125.6,131.36,153.1,93.968,157.28
136.09,133.62,123.71,151.85,116.08,0,130.92,75.24,98.482,110.18,113.07,151.14,111.03,155.02,124.68,133.05,85.671,148.53,165.3,112.16,120.62,131.46,96.316,126.62,89.682,112.44,153.32,90.255,125.77,113.31,168.87,146.41,123.31,190.18,116.58,117.18,78.924,135.3,104.39,117.5,157.34,135.47,117.98,88.984,103.55,119.25,192.12,118.04,125.6,109.72,113.83,89.378,119.66,98.123,140.76,113.27,112.09,71.494,100.95,152.21,106.23,133.67,93.895,105.79,108.04,135.88,143.16,91.993,136.43,121.03,157.89,133.27,103.76,149.27,146.18,157.41,103.82,99.535,126.8,118.08,98.21,144.03,100.21,82.95,107.06,125.41,137.14,168.02,137.35,127.92,162.86,138.53,122.03,125.86,103.58
135.68,153.05,124.95,184.85,106.74,130.92,0,134.81,168.03,104.82,118.14,89.143,126.23,102.74,87.101,118.23,120.8,153.11,129.33,129.75,67.567,134.06,66.618,124.26,79.432,128.83,137.12,104.21,160.67,146.31,111.33,119.57,138.22,92.639,118.09,142.86,117.14,176.16,135.48,120.09,106.6,153.22,120.08,122.42,106.97,89.836,110.96,101.58,112.99,129.52,109.26,155.33,87.195,130.33,127.28,140.71,158.82,76.302,151.94,125.5,129.43,136.92,136.89,173.14,105.8,134.55,116.85,117.03,150.85,135.79,71.834,131.25,100.25,135.72,113.42,141.7,89.821,152.25,164,123.03,151.35,70.616,173.66,92.402,118.44,142.28,104.08,121.58,133.63,101.97,103.85,157.41,156.2,111.41,96.235
127.56,149.06,109.71,102.22,103.61,75.24,134.81,0,148.08,119.83,129.14,107.73,129.77,53.802,134.94,88.021,79.69,121.37,164.29,172.22,130.23,127.61,153.52,143.85,158.75,129.02,109.6,117.11,94.913,150.44,146.12,89.752,88.391,109.72,142.42,151.04,159.5,134.24,149.44,142.5,122.81,155.01,179.72,55.759,132.18,89.619,117.82,144.12,109.86,125.82,141.24,111.94,130.74,89.682,148.76,123.21,70.554,127.63,148.6,123.68,113.87,123.94,146.34,116.93,163.19,105.63,114.39,88.874,106.5,127.95,106.42,99.134,110.99,124.98,118.87,120.74,91.414,94.931,69.709,110.87,118.64,94.924,110.61,109.22,140.05,74.518,112.5,114.48,72.097,120.28,136.99,139.51,134.87,92.309,173.11
88.564,128.31,81.629,129.42,136.21,98.482,168.03,148.08,0,120.96,116.01,165.9,111.38,114.06,175.95,129.67,103.39,78.07,101.58,146.49,143.31,139.17,114.55,106.52,56.325,130.32,97.663,131.84,78.817,138.91,93.131,100.18,121.9,155.07,96.667,106.1,151.12,122.9,170.7,97.565,94.938,71.7,83.586,172.04,133.38,53.033,119.59,116.89,72.432,112.67,98.258,105.09,109.32,85.536,146.82,149.63,100.26,151.46,136.87,135.11,126.52,103.2,135.26,139.19,191.69,134.87,98.033,149.6,119.5,154.07,122.38,120.82,120.74,167.71,118.7,128.35,127.78,98.674,105.95,175.45,141.78,183.83,124.96,150.75,100.38,116.23,150.03,148.98,119.02,137.27,120.34,107.99,162.67,130.91,124.58
91.513,107.27,129.61,100.88,142.48,110.18,104.82,119.83,120.96,0,99.66,114.55,117.09,109.73,144.57,134.4,148.66,128.27,114.85,80.621,106.52,116.8,128.39,133.04,84.423,116.82,164.54,134.03,71.074,116.77,103.32,102.29,132.19,101,138.54,120.19,87.711,140.74,102.04,136.05,98.579,158.48,150.04,136.67,132.71,96.134,124.5,125.88,144.98,97.835,141.67,99.433,107.19,110.17,106.28,80.733,113,102.99,117.5,149.71,144.21,160.56,146.15,169.5,182.98,165.06,130.17,124.73,80.997,106.85,98.433,139.49,149.56,171.34,100.94,140.64,118.97,108.4,141.13,111.91,124.47,115.34,154.17,119.65,105.27,109.08,95.959,95.548,155.83,114.88,121.57,124.03,114.26,142.89,118.27
